"target_id"	"pval"	"qval"
"ANXA4"	2.03451077112808e-05	0.00114013793057827
"ATRN"	2.05117935059058e-05	0.00114013793057827
"CAPN13"	2.03181928594655e-05	0.00114013793057827
"COPG1"	2.0336592471218e-05	0.00114013793057827
"PAG1"	2.04783979993051e-05	0.00114013793057827
"SLC12A4"	2.04007806807696e-05	0.00114013793057827
"HPS6"	2.06544175977705e-05	0.0011410583212612
"PPP2R2A"	2.06729177676867e-05	0.0011410583212612
"ARFGAP3"	2.08078710889091e-05	0.00114379272376711
"FXYD5"	2.08673701029347e-05	0.00114379272376711
"FRAT1"	2.10170234756003e-05	0.00114800945531428
"CPAMD8"	2.11198008538422e-05	0.00114804584077985
"EML3"	2.11631407365347e-05	0.00114804584077985
"TMF1"	2.12762963761301e-05	0.00115023155682736
"LY6K"	2.13839889736288e-05	0.0011521080202652
"CLEC2D"	2.16378704659599e-05	0.0011565406437048
"MAN1A1"	2.17479040416785e-05	0.0011565406437048
"NFX1"	2.175931655773e-05	0.0011565406437048
"RAB6A"	2.16652634133736e-05	0.0011565406437048
"B2M"	2.21062754585617e-05	0.00115656645726148
"BRIX1"	2.28006272680308e-05	0.00115656645726148
"BTG1"	2.29654183175189e-05	0.00115656645726148
"CALCOCO1"	2.26741880366064e-05	0.00115656645726148
"CMC2"	2.26159237009048e-05	0.00115656645726148
"CTDSP2"	2.37011240803826e-05	0.00115656645726148
"CYB5D2"	2.28434776717206e-05	0.00115656645726148
"DGUOK"	2.38905544475292e-05	0.00115656645726148
"ERBB3"	2.20540400059838e-05	0.00115656645726148
"FAM3D"	2.35172272443057e-05	0.00115656645726148
"GJA1"	2.31167461620458e-05	0.00115656645726148
"GNL2"	2.28792723844659e-05	0.00115656645726148
"INSR"	2.37943803434648e-05	0.00115656645726148
"KLK7"	2.38408987335598e-05	0.00115656645726148
"LCN2"	2.32663432154155e-05	0.00115656645726148
"METTL5"	2.27747957380615e-05	0.00115656645726148
"MMP12"	2.32878877736088e-05	0.00115656645726148
"OR2I1P"	2.32499535556731e-05	0.00115656645726148
"PARP3"	2.37824232135055e-05	0.00115656645726148
"PAX8"	2.25492872745924e-05	0.00115656645726148
"PDXK"	2.34105301038176e-05	0.00115656645726148
"PGK1"	2.21670851508115e-05	0.00115656645726148
"PRKAB2"	2.26034092806354e-05	0.00115656645726148
"RPL36A"	2.19562636972793e-05	0.00115656645726148
"SLAMF9"	2.37048086645773e-05	0.00115656645726148
"SLC13A3"	2.3698789196096e-05	0.00115656645726148
"SMYD5"	2.26073434355433e-05	0.00115656645726148
"TRIB3"	2.26887036209441e-05	0.00115656645726148
"UBD"	2.25279883969004e-05	0.00115656645726148
"UFM1"	2.39577620375336e-05	0.00115656645726148
"ARL1"	2.42697233340039e-05	0.00115712335860833
"CCSAP"	2.43521224861564e-05	0.00115712335860833
"CDCP1"	2.45068197659109e-05	0.00115712335860833
"GFPT1"	2.43699857976047e-05	0.00115712335860833
"MUC1"	2.46290034519448e-05	0.00115712335860833
"SCNM1"	2.44465338629153e-05	0.00115712335860833
"STEAP1"	2.46108613929915e-05	0.00115712335860833
"TMTC2"	2.45913269413926e-05	0.00115712335860833
"TRIM31"	2.43388930804463e-05	0.00115712335860833
"DAB2IP"	2.49611477075042e-05	0.00116578898730965
"MRPS15"	2.49298956979976e-05	0.00116578898730965
"PREPL"	2.53047116944398e-05	0.00117834861005436
"CA2"	2.6082444304612e-05	0.00119344192983364
"CNGA1"	2.60164960853622e-05	0.00119344192983364
"FAM50A"	2.59662015163131e-05	0.00119344192983364
"FOXJ3"	2.57210239637474e-05	0.00119344192983364
"FUT11"	2.58299948765698e-05	0.00119344192983364
"PCMTD2"	2.59737242139479e-05	0.00119344192983364
"DNAH14"	2.63530755093516e-05	0.00119540779553579
"DTX4"	2.64283112024574e-05	0.00119540779553579
"RIPK4"	2.63986525002303e-05	0.00119540779553579
"TPI1"	2.63873603629167e-05	0.00119540779553579
"DEPDC7"	2.66129440989932e-05	0.00119690010127267
"MRFAP1"	2.65570172170927e-05	0.00119690010127267
"GORASP2"	2.69902132424985e-05	0.00120699010268012
"WDR86"	2.69739654475819e-05	0.00120699010268012
"SMAD6"	2.73080258812726e-05	0.00121775281514624
"STXBP1"	2.77310173164778e-05	0.00123313194185329
"AGO1"	2.81102382616407e-05	0.00123606746851883
"CRTAP"	2.79929275870917e-05	0.00123606746851883
"PRSS12"	2.80595921317074e-05	0.00123606746851883
"THBD"	2.80756912243222e-05	0.00123606746851883
"ACIN1"	2.86107122324217e-05	0.00124357539866947
"CCNI"	2.88485261035083e-05	0.00124357539866947
"CDKN2D"	2.93838606172375e-05	0.00124357539866947
"CILK1"	2.91803777436856e-05	0.00124357539866947
"IMPDH1"	2.87199050289607e-05	0.00124357539866947
"KDELR3"	2.83691689230951e-05	0.00124357539866947
"OGA"	2.93030936402426e-05	0.00124357539866947
"OSBP"	2.89269386554645e-05	0.00124357539866947
"PRDM1"	2.93224269412664e-05	0.00124357539866947
"RCOR2"	2.90600911820467e-05	0.00124357539866947
"SP110"	2.90051026833447e-05	0.00124357539866947
"TBC1D8B"	2.88138735428954e-05	0.00124357539866947
"WDR45"	2.91468679774646e-05	0.00124357539866947
"ZFAND1"	2.87325802959573e-05	0.00124357539866947
"HNRNPH3"	2.95646278446776e-05	0.00124455257374955
"TCEA1"	2.95052901624233e-05	0.00124455257374955
"CCDC120"	2.98819946291566e-05	0.00124929787401268
"MTHFD2"	2.99147723537813e-05	0.00124929787401268
"VEGFA"	2.98692533624422e-05	0.00124929787401268
"PIDD1"	3.0293686305287e-05	0.0012585366573979
"PSMC1"	3.02954472197646e-05	0.0012585366573979
"CCDC69"	3.05182681488803e-05	0.00126115544763933
"ZNF512B"	3.05031766186236e-05	0.00126115544763933
"CACNA1D"	3.12469275616515e-05	0.00128120519087852
"PYCR1"	3.11508574702856e-05	0.00128120519087852
"RTRAF"	3.11894723114208e-05	0.00128120519087852
"DNAJC30"	3.1649686595293e-05	0.00129435739013807
"ABCA3"	3.31935113909896e-05	0.00129474638202739
"AIMP1"	3.26766760810557e-05	0.00129474638202739
"CCDC112"	3.31463431855134e-05	0.00129474638202739
"CHMP3"	3.31207590901809e-05	0.00129474638202739
"COG6"	3.26492006391999e-05	0.00129474638202739
"DPAGT1"	3.27999903394542e-05	0.00129474638202739
"GOSR1"	3.2940177816313e-05	0.00129474638202739
"GOSR2"	3.32175525605658e-05	0.00129474638202739
"KLK8"	3.23953510583159e-05	0.00129474638202739
"MEPCE"	3.21175700348392e-05	0.00129474638202739
"MIF"	3.2719584682642e-05	0.00129474638202739
"MTURN"	3.21496078579752e-05	0.00129474638202739
"NUCB2"	3.29355804934555e-05	0.00129474638202739
"PDLIM2"	3.24715808726297e-05	0.00129474638202739
"POLR2C"	3.30224219821957e-05	0.00129474638202739
"SLPI"	3.20072846115219e-05	0.00129474638202739
"TMEM167B"	3.24065555053984e-05	0.00129474638202739
"TSPAN13"	3.3163943798732e-05	0.00129474638202739
"VWA5A"	3.30503122504878e-05	0.00129474638202739
"ECM1"	3.33622890954261e-05	0.00129718496468078
"CAB39L"	3.37823368060984e-05	0.00130529900480968
"CYB5A"	3.38190354090433e-05	0.00130529900480968
"VPS13B"	3.37986569306501e-05	0.00130529900480968
"STAT6"	3.39247021685949e-05	0.00130555522621122
"STX5"	3.39910805760048e-05	0.00130555522621122
"ESRP2"	3.46287445648728e-05	0.00132200910667581
"NIBAN1"	3.46707063324328e-05	0.00132200910667581
"SMURF1"	3.45682958891812e-05	0.00132200910667581
"INPP5F"	3.50096303653969e-05	0.00133171572276664
"TSC22D2"	3.5215290316081e-05	0.00133631868492705
"GOLT1B"	3.54187063219057e-05	0.00133996679729798
"NATD1"	3.54811935430479e-05	0.00133996679729798
"CCDC146"	3.62349020368365e-05	0.00135981091949415
"GTPBP4"	3.62650701322081e-05	0.00135981091949415
"TUBA1B"	3.61100499440614e-05	0.00135981091949415
"EPB41L5"	3.64878462234564e-05	0.00136033258046167
"MMADHC"	3.64818409164991e-05	0.00136033258046167
"MXRA8"	3.65375024778758e-05	0.00136033258046167
"ERO1A"	3.68273659591557e-05	0.00136789835066172
"STAM2"	3.70222770286937e-05	0.00137191001214779
"SLC39A7"	3.72303580163948e-05	0.00137638976966466
"GDF7"	3.75294856679816e-05	0.00138420668400644
"HADHB"	3.82250583606165e-05	0.00138717418685217
"LRRC59"	3.80717451692205e-05	0.00138717418685217
"MIGA1"	3.77970714123038e-05	0.00138717418685217
"RAB5A"	3.82175072741663e-05	0.00138717418685217
"SETX"	3.77166685708418e-05	0.00138717418685217
"SMS"	3.79669165825258e-05	0.00138717418685217
"VDR"	3.79491444977038e-05	0.00138717418685217
"KMT5B"	3.83470121513079e-05	0.001388408105093
"YIF1B"	3.8624948992859e-05	0.00139527104073518
"MAGI1"	3.89081491224763e-05	0.00140229233344158
"GPX8"	3.90697778201973e-05	0.00140491005163926
"PTMA"	3.9180515826815e-05	0.00140569005191387
"CXCL17"	3.96749713756299e-05	0.00140743617558583
"MARCHF8"	3.94633376859416e-05	0.00140743617558583
"RRP12"	3.96366195932e-05	0.00140743617558583
"SNRPC"	3.93779986549075e-05	0.00140743617558583
"STARD7"	3.95818121891753e-05	0.00140743617558583
"CNR1"	3.99235518025369e-05	0.00141061048562143
"SAGSIN1"	3.99431703454186e-05	0.00141061048562143
"MT-ATP6"	4.0164335400808e-05	0.00141525490767222
"DCTN1"	4.04659993697592e-05	0.00141639970299561
"ITGA6"	4.03983477548264e-05	0.00141639970299561
"ITM2B"	4.03276867240895e-05	0.00141639970299561
"C1orf52"	4.05564072038703e-05	0.00141642354893871
"ATG101"	4.07844889233526e-05	0.00142124490539524
"AMBRA1"	4.11099481920184e-05	0.0014219557187445
"CA13"	4.11651946956946e-05	0.0014219557187445
"CAPN5"	4.09032119407003e-05	0.0014219557187445
"SLC25A12"	4.10273256299804e-05	0.0014219557187445
"ABHD16A"	4.18661599787383e-05	0.00143269107268626
"ATF6B"	4.20659260154486e-05	0.00143269107268626
"HR"	4.18573396232384e-05	0.00143269107268626
"KBTBD7"	4.21112794708239e-05	0.00143269107268626
"MMRN2"	4.20384935948119e-05	0.00143269107268626
"UBP1"	4.15923281083367e-05	0.00143269107268626
"ZNRD2"	4.18296256934596e-05	0.00143269107268626
"MRPL3"	4.24671985820916e-05	0.00143551862273426
"RTN4R"	4.23206022293974e-05	0.00143551862273426
"UPK1A"	4.2383083524867e-05	0.00143551862273426
"UBE2V2"	4.28132277812262e-05	0.0014441231063129
"MVP"	4.30157272258239e-05	0.00144785985071824
"TCP11L1"	4.31810269862011e-05	0.00145033125958334
"ACTL10"	4.39888323273309e-05	0.00146317203246156
"ANKRD28"	4.40267778676827e-05	0.00146317203246156
"FAM13B"	4.37016597354421e-05	0.00146317203246156
"GDF11"	4.38806760571331e-05	0.00146317203246156
"SMG1"	4.40020385787856e-05	0.00146317203246156
"STC1"	4.42957766737379e-05	0.00146901918187317
"KLF11"	4.46900969576939e-05	0.00147589512672418
"USF1"	4.46774183904885e-05	0.00147589512672418
"EIF2B2"	4.47895696800497e-05	0.00147609216486277
"CA12"	4.51390730317104e-05	0.00148083979538338
"IFTAP"	4.52681639420886e-05	0.00148083979538338
"NENF"	4.53088572893812e-05	0.00148083979538338
"SIKE1"	4.51968248303217e-05	0.00148083979538338
"MCUB"	4.54032461007425e-05	0.00148085876641802
"COA8"	4.55483891688543e-05	0.00148252963179285
"RBM15B"	4.56954767568833e-05	0.00148425678206617
"KCNJ1"	4.58044649284618e-05	0.0014847418549501
"CLDN10"	4.59449262389632e-05	0.00148624304427925
"CASTOR2"	4.65647243775413e-05	0.00149091103084888
"CYP2W1"	4.6426567979138e-05	0.00149091103084888
"DARS1"	4.71740673780938e-05	0.00149091103084888
"ETV3"	4.64933304809326e-05	0.00149091103084888
"GMDS"	4.69301342201544e-05	0.00149091103084888
"KLK5"	4.73170167525204e-05	0.00149091103084888
"LARP1B"	4.69967740834605e-05	0.00149091103084888
"NPEPPS"	4.72284844937784e-05	0.00149091103084888
"PACC1"	4.71754827136209e-05	0.00149091103084888
"SERPINE1"	4.64257001342413e-05	0.00149091103084888
"TMEM39A"	4.67830527526724e-05	0.00149091103084888
"TSPAN12"	4.72095216952262e-05	0.00149091103084888
